"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"4207","Hyundai Grand i10 AT Asta","Coimbatore",2017,19168,"Petrol","Automatic","First",1197,82,5,6.93,"Hyundai","Gama media",18.9,0,0.816911428307596
"4208","Chevrolet Cruze LTZ AT","Hyderabad",2013,57352,"Diesel","Automatic","First",1998,163.7,5,6.5,"Chevrolet","Gama baja",14.39,0,0.844912297158642
"4209","Maruti Ritz LDi","Coimbatore",2011,90207,"Diesel","Manual","First",1248,73.9,5,3.91,"Maruti","Gama media",21.1,0,0.435908272608782
"4210","Mercedes-Benz New C-Class C 200 CGI Avantgarde","Delhi",2015,58000,"Petrol","Automatic","First",1796,186,5,26.7,"Mercedes-Benz","Gama alta",11.74,0,1.35451613794394
"4211","Volkswagen Polo Petrol Trendline 1.2L","Hyderabad",2013,76476,"Petrol","Manual","First",1198,73.9,5,4.4,"Volkswagen","Gama media",16.47,0,0.544699035563306
"4212","Toyota Etios VXD","Pune",2012,111000,"Diesel","Manual","First",1364,67.1,5,4.75,"Toyota","Gama alta",23.59,0,0.655790066027461
"4213","Ford Endeavour 3.2 Titanium AT 4X4","Coimbatore",2017,59636,"Diesel","Automatic","First",3198,197,7,29.2,"Ford","Gama media",10.91,0,1.27729750166892
"4214","Mahindra XUV500 W6 2WD","Mumbai",2015,48000,"Diesel","Manual","First",2179,140,7,9.45,"Mahindra","Gama alta",16,0,1.20528629605209
"4215","Maruti Swift VDI","Kolkata",2014,25000,"Diesel","Manual","First",1248,74,5,3.95,"Maruti","Gama media",22.9,0,0.599804713801955
"4216","Maruti Wagon R VXI","Coimbatore",2015,72599,"Petrol","Manual","First",998,67.04,5,4.32,"Maruti","Gama media",22.5,0,0.602316772028929
"4217","Toyota Etios GD","Bangalore",2012,58253,"Diesel","Manual","Second",1364,67.05,5,4.45,"Toyota","Gama alta",23.59,0,0.655398515972056
"4218","Volkswagen Polo Petrol Trendline 1.2L","Kolkata",2010,55000,"Petrol","Manual","First",1198,73.9,5,2.25,"Volkswagen","Gama media",16.47,0,0.38151289113152
"4219","Maruti Alto K10 LXI","Delhi",2015,51000,"Petrol","Manual","First",998,67.1,5,2.65,"Maruti","Gama media",20.92,0,0.602786667132582
"4220","Hyundai Creta 1.6 SX","Chennai",2016,69434,"Petrol","Manual","First",1591,121.3,5,8,"Hyundai","Gama media",15.8,0,0.968182035780086
"4221","Maruti Swift VDI BSIV","Kolkata",2013,41300,"Diesel","Manual","First",1248,74,5,3.38,"Maruti","Gama media",17.8,0,0.545409332324693
"4222","Hyundai Grand i10 1.2 CRDi Sportz","Delhi",2015,59261,"Diesel","Manual","First",1186,73.97,5,4.25,"Hyundai","Gama media",24,0,0.653987107086124
"4223","Tata Nano XT","Pune",2011,50000,"Petrol","Manual","Second",624,37.48,4,0.75,"Tata","Gama baja",23.9,0,-0.0382379290138798
"4224","Datsun redi-GO T Option","Kochi",2018,30953,"Petrol","Manual","First",799,53.64,5,3.48,"Datsun","Gama baja",22.7,0,0.530830507035345
"4225","Honda City 1.5 V MT","Bangalore",2011,65000,"Petrol","Manual","First",1497,118,5,5.2,"Honda","Gama media",17,0,0.681717185822536
"4226","Hyundai Verna 1.6 SX VTVT (O)","Bangalore",2014,45000,"Petrol","Manual","First",1591,121.3,5,7.5,"Hyundai","Gama media",17.1,0,0.859391272825562
"4227","BMW 5 Series 2013-2017 520d Luxury Line","Chennai",2016,30000,"Diesel","Automatic","Second",1995,190,5,31.5,"Bmw","Gama alta",18.12,0,1.42008777881831
"4228","Maruti Swift Dzire ZXi","Kochi",2014,49386,"Petrol","Manual","First",1298,85.8,5,4.86,"Maruti","Gama media",17.5,0,0.677519633595375
"4229","Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,143275,"Diesel","Manual","First",1582,126.2,5,2.6,"Hyundai","Gama media",22,0,0.553820048944443
"4230","Toyota Etios Liva G","Kolkata",2011,42118,"Petrol","Manual","First",1197,78.9,5,2.19,"Toyota","Gama alta",18.3,0,0.686486034090159
"4231","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Bangalore",2007,39037,"Diesel","Automatic","First",2143,170,5,9.25,"Mercedes-Benz","Gama alta",14.84,0,0.872106481812445
"4232","Volkswagen Vento 1.5 TDI Highline AT","Mumbai",2015,120000,"Diesel","Automatic","First",1498,103.2,5,5.75,"Volkswagen","Gama media",21.21,0,0.828905001317026
"4233","BMW 5 Series 2003-2012 520d","Ahmedabad",2012,59900,"Diesel","Automatic","Second",1995,177,5,18.5,"Bmw","Gama alta",18.48,0,1.16527848722251
"4234","Toyota Fortuner 3.0 Diesel","Delhi",2011,75000,"Diesel","Manual","First",2982,171,7,10.85,"Toyota","Gama alta",11.5,0,1.09276874602498
"4235","Toyota Innova 2.5 ZX Diesel 7 Seater","Kochi",2015,59751,"Diesel","Manual","First",2494,100.6,7,11.62,"Toyota","Gama alta",12.99,0,1.03169158611825
"4236","Maruti Swift LXi BSIV","Hyderabad",2010,71000,"Petrol","Manual","First",1197,85,5,3.3,"Maruti","Gama media",16.1,0,0.4550175623355
"4237","Toyota Fortuner 2.8 2WD AT","Ahmedabad",2017,15000,"Diesel","Automatic","First",2755,174.5,7,30,"Toyota","Gama alta",12.9,0,1.42978351363784
"4238","Maruti Celerio ZXI AT","Mumbai",2015,40337,"Petrol","Automatic","First",998,67.04,5,4.45,"Maruti","Gama media",23.1,0,0.602316772028929
"4239","Audi A6 2.8 FSI","Ahmedabad",2008,41000,"Petrol","Automatic","Second",2773,201,5,10.5,"Audi","Gama alta",10.4,0,1.01448704509315
"4240","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Delhi",2016,68000,"Petrol","Manual","First",1591,121.3,5,9.85,"Hyundai","Gama media",15.29,0,0.968182035780086
"4241","Volkswagen Polo 1.2 MPI Highline","Mumbai",2014,57000,"Petrol","Manual","First",1198,74,5,3.95,"Volkswagen","Gama media",16.47,0,0.599804713801955
"4242","BMW X1 sDrive20d","Chennai",2012,85000,"Diesel","Automatic","Third",1995,184,5,10,"Bmw","Gama alta",17.05,0,1.18565140442146
"4243","Maruti Swift Dzire ZXI","Kochi",2015,24782,"Petrol","Manual","First",1197,83.14,5,6.21,"Maruti","Gama media",20.85,0,0.71537282594
"4244","Toyota Etios Cross 1.4 GD","Coimbatore",2018,43127,"Diesel","Manual","First",1364,67.04,5,6.85,"Toyota","Gama alta",23.59,0,0.98169245978738
"4245","Jaguar XE Portfolio","Mumbai",2017,9000,"Petrol","Automatic","First",1999,246.74,5,34.5,"Jaguar","Gama alta",13.5,0,1.61174056061628
"4246","Hyundai i20 Sportz 1.4 CRDi","Pune",2012,49700,"Diesel","Manual","Second",1396,88.76,5,4.18,"Hyundai","Gama media",21.9,0,0.586544310546545
"4247","Toyota Innova 2.5 V Diesel 7-seater","Chennai",2006,196000,"Diesel","Manual","First",2494,102,7,6.25,"Toyota","Gama alta",12.8,0,0.549392598332108
"4248","Hyundai i20 1.4 Sportz","Kochi",2018,40175,"Diesel","Manual","Second",1396,88.73,5,6.36,"Hyundai","Gama media",22.54,0,0.912739035249881
"4249","Volkswagen Vento 1.5 TDI Highline","Chennai",2011,121311,"Diesel","Manual","First",1498,108.5,5,2.9,"Volkswagen","Gama media",20.64,0,0.63762940862195
"4250","Honda City 1.5 V MT","Chennai",2009,122000,"Petrol","Manual","Second",1497,118,5,3.5,"Honda","Gama media",17,0,0.572926422868012
"4251","Maruti Celerio ZXI AMT","Coimbatore",2017,35225,"Petrol","Automatic","First",998,67.04,5,5.25,"Maruti","Gama media",23.1,0,0.711107534983453
"4252","Maruti Grand Vitara 2.4 MT","Mumbai",2017,25000,"Petrol","Manual","First",2393,163.5,5,9,"Maruti","Gama media",10.4,0,1.1793930869565
"4253","Volkswagen Polo 1.5 TDI Highline","Kolkata",2016,22000,"Diesel","Manual","First",1498,88,5,6.29,"Volkswagen","Gama media",20.14,0,0.799608939137219
"4254","Honda Civic 2006-2010 1.8 V AT","Kochi",2011,56361,"Petrol","Automatic","First",1799,130,5,4.38,"Honda","Gama media",12.9,0,0.7325889491403
"4255","Skoda Superb 2.8 V6 AT","Kolkata",2005,13002,"Petrol","Automatic","First",2771,193.1,5,3.25,"Skoda","Gama media",9.3,0,0.614049979486662
"4256","Toyota Fortuner 3.0 Diesel","Delhi",2011,86000,"Diesel","Manual","First",2982,171,7,11.5,"Toyota","Gama alta",11.5,0,1.09276874602498
"4257","Mahindra XUV500 W8 2WD","Kochi",2013,61672,"Diesel","Manual","First",2179,140,7,7.53,"Mahindra","Gama alta",16,0,1.09649553309757
"4258","Volkswagen Vento IPL II Petrol Highline AT","Pune",2013,23627,"Petrol","Automatic","First",1598,105,5,4.75,"Volkswagen","Gama media",14.8,0,0.729196845784889
"4259","Hyundai Grand i10 CRDi Magna","Kochi",2016,57738,"Diesel","Manual","First",1120,70,5,5.04,"Hyundai","Gama media",24,0,0.679406613620625
"4260","Toyota Innova 2.5 ZX Diesel 7 Seater","Delhi",2015,57854,"Diesel","Manual","First",2494,100.6,7,12.5,"Toyota","Gama alta",12.99,0,1.03169158611825
"4261","Audi A4 2.0 TDI Multitronic","Delhi",2010,59000,"Diesel","Automatic","First",1968,140,5,10,"Audi","Gama alta",16.55,0,0.933309388665784
"4262","Skoda Yeti Ambition 4WD","Pune",2011,97000,"Diesel","Manual","First",1968,138.08,5,6,"Skoda","Gama media",17.67,0,0.764261748491388
"4263","BMW X3 xDrive20d","Coimbatore",2014,41089,"Diesel","Automatic","First",1995,184,5,28.79,"Bmw","Gama alta",16.09,0,1.29444216737599
"4264","Ford Figo 2015-2019 1.2P Titanium MT","Kochi",2017,23977,"Petrol","Manual","First",1196,86.8,5,5.38,"Ford","Gama media",18.16,0,0.846792339468463
"4265","Honda City i-VTEC V","Kolkata",2011,32572,"Petrol","Manual","First",1497,117.3,5,3.87,"Honda","Gama media",17.4,0,0.678591931702677
"4266","Mercedes-Benz New C-Class C 250 CDI Elegance","Hyderabad",2011,57000,"Diesel","Automatic","Second",2143,204,5,17.25,"Mercedes-Benz","Gama alta",14.94,0,1.18545502630048
"4267","Skoda Fabia 1.2L Diesel Classic","Hyderabad",2010,66285,"Diesel","Manual","First",1199,75,5,3,"Skoda","Gama media",19.5,0,0.389273822278324
"4268","Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",2018,32807,"Petrol","Automatic","First",1591,121.3,5,14.76,"Hyundai","Gama media",13,0,1.07697279873461
"4269","Hyundai i20 1.4 CRDi Sportz","Pune",2011,78958,"Diesel","Manual","Second",1396,90,5,3.8,"Hyundai","Gama media",23,0,0.539436222334578
"4270","Toyota Fortuner 4x2 Manual","Mumbai",2015,31000,"Diesel","Manual","First",2982,168.5,7,19.85,"Toyota","Gama alta",13,0,1.3026142797472
"4271","Tata Indigo CS eVX","Chennai",2016,78000,"Diesel","Manual","Second",1396,69.01,5,2.35,"Tata","Gama baja",25,0,0.554383445735152
"4272","Mercedes-Benz GLA Class 200 CDI SPORT","Chennai",2016,60000,"Diesel","Automatic","Second",2143,136,5,17.55,"Mercedes-Benz","Gama alta",17.9,0,1.24445555709075
"4273","Toyota Fortuner 3.0 Diesel","Delhi",2011,60000,"Diesel","Manual","First",2982,171,7,10.85,"Toyota","Gama alta",11.5,0,1.09276874602498
"4274","Honda City V MT","Mumbai",2011,84000,"Petrol","Manual","First",1497,116.3,5,3.25,"Honda","Gama media",16.8,0,0.674094777733458
"4275","Hyundai i10 Sportz","Chennai",2010,26966,"Petrol","Manual","First",1197,78.9,5,3,"Hyundai","Gama media",20.36,0,0.415901109286232
"4276","Skoda Rapid 1.6 TDI Ambition","Chennai",2012,55000,"Diesel","Manual","First",1598,103.5,5,5.9,"Skoda","Gama media",20.5,0,0.667243573122764
"4277","Mercedes-Benz GLA Class 200 CDI SPORT","Delhi",2015,27000,"Diesel","Automatic","First",2143,136,5,23,"Mercedes-Benz","Gama alta",17.9,0,1.19006017561348
"4278","Maruti Wagon R LXI BSII","Ahmedabad",2007,55100,"Petrol","Manual","First",998,67.1,5,1.45,"Maruti","Gama media",18.9,0,0.167623615314486
"4279","Maruti Swift Dzire VDI","Kolkata",2014,38578,"Diesel","Manual","First",1248,74,5,3.96,"Maruti","Gama media",23.4,0,0.599804713801955
"4280","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater","Kochi",2016,35659,"Diesel","Automatic","First",2993,258,7,43.78,"Bmw","Gama alta",15.97,0,1.58078480472008
"4281","Audi A4 2.0 TDI Multitronic","Delhi",2009,88000,"Diesel","Automatic","First",1968,140,5,7.98,"Audi","Gama alta",16.55,0,0.878914007188522
"4282","Hyundai Verna 1.4 EX","Chennai",2013,79000,"Diesel","Manual","First",1396,88.7,5,6.5,"Hyundai","Gama media",23.5,0,0.640584503657965
"4283","Hyundai i20 2015-2017 Asta","Pune",2009,66000,"Petrol","Manual","Second",1197,80,5,2.7,"Hyundai","Gama media",17,0,0.368778226770021
"4284","Hyundai Creta 1.6 VTVT E Plus","Bangalore",2017,26246,"Petrol","Manual","First",1591,121.3,5,10.75,"Hyundai","Gama media",15.29,0,1.02257741725735
"4285","Maruti Swift LDI BSIV","Jaipur",2014,105000,"Diesel","Manual","First",1248,74,5,3.85,"Maruti","Gama media",25.2,0,0.599804713801955
"4286","Maruti Wagon R LXI BSIII","Hyderabad",2007,84169,"Petrol","Manual","First",1061,64,5,2.2,"Maruti","Gama media",14,0,0.142778105798439
"4287","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Chennai",2007,145000,"Diesel","Manual","First",2494,102,8,5,"Toyota","Gama alta",12.8,0,0.60378797980937
"4288","Hyundai i20 Asta 1.2","Coimbatore",2016,17560,"Petrol","Manual","First",1197,81.83,5,7.21,"Hyundai","Gama media",18.6,0,0.761425953736276
"4289","Volkswagen Polo Diesel Comfortline 1.2L","Hyderabad",2012,107023,"Diesel","Manual","First",1199,73.9,5,3.9,"Volkswagen","Gama media",22.07,0,0.490303654086044
"4290","Honda Brio V MT","Pune",2012,59000,"Petrol","Manual","First",1198,86.8,5,3.25,"Honda","Gama media",19.4,0,0.574815432082153
"4291","Honda City i VTEC SV","Mumbai",2014,10500,"Petrol","Manual","First",1497,117.3,5,5.9,"Honda","Gama media",17.4,0,0.841778076134463
"4292","Maruti Swift Dzire VXi","Mumbai",2012,15500,"Petrol","Manual","First",1298,85.8,5,3.75,"Maruti","Gama media",17.5,0,0.568728870640851
"4293","Hyundai i20 2015-2017 1.4 Magna ABS","Pune",2012,64000,"Diesel","Manual","First",1396,90,5,4.25,"Hyundai","Gama media",21.9,0,0.59383160381184
"4294","Maruti Alto LXi","Kolkata",2010,38127,"Petrol","Manual","First",796,46.3,5,1.55,"Maruti","Gama media",19.7,0,0.135914571979553
"4295","Toyota Innova 2.5 GX (Diesel) 8 Seater","Chennai",2014,250000,"Diesel","Manual","First",2494,100.6,8,10.9,"Toyota","Gama alta",12.99,0,0.977296204640986
"4296","BMW 7 Series 740Li","Coimbatore",2018,28060,"Petrol","Automatic","First",2979,320,5,93.67,"Bmw","Gama alta",12.05,0,1.80269724455618
"4297","Ford Endeavour 3.0L 4X4 AT","Hyderabad",2012,91696,"Diesel","Automatic","First",2953,153.86,7,9.25,"Ford","Gama media",11.4,0,0.875495920068792
"4298","Maruti Celerio CNG VXI MT","Delhi",2015,64687,"CNG","Manual","First",998,58.33,5,3.8,"Maruti","Gama media",0,31.79,0.529214197599622
"4299","Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Mumbai",2013,87000,"Diesel","Automatic","Second",2143,167.62,5,17,"Mercedes-Benz","Gama alta",19.27,0,1.1910731079736
"4300","Volkswagen Polo GT 1.5 TDI","Jaipur",2014,60000,"Diesel","Manual","Second",1498,103.6,5,3.7,"Volkswagen","Gama media",19.91,0,0.776541592876733
"4301","Toyota Fortuner 4x2 Manual","Delhi",2013,65000,"Diesel","Manual","First",2982,168.5,7,16.1,"Toyota","Gama alta",13,0,1.19382351679268
"4302","Honda City i-DTEC SV","Hyderabad",2015,82000,"Diesel","Manual","First",1498,98.6,5,8,"Honda","Gama media",25.6,0,0.804954210948235
"4303","Maruti Vitara Brezza ZDi Plus Dual Tone","Coimbatore",2017,25299,"Diesel","Manual","First",1248,88.5,5,10.34,"Maruti","Gama media",24.3,0,0.85698033070009
"4304","Hyundai EON Era Plus","Kolkata",2012,60000,"Petrol","Manual","First",814,55.2,5,1.99,"Hyundai","Gama media",21.1,0,0.337057838509656
"4305","Hyundai i20 Sportz Diesel","Delhi",2012,71000,"Diesel","Manual","First",1396,90,5,3.7,"Hyundai","Gama media",23,0,0.59383160381184
"4306","Hyundai i10 Sportz 1.2","Pune",2009,95980,"Petrol","Manual","First",1197,78.9,5,2.25,"Hyundai","Gama media",20.36,0,0.36150572780897
"4307","Toyota Fortuner 4x2 Manual","Jaipur",2016,73053,"Diesel","Manual","First",2982,168.5,7,20,"Toyota","Gama alta",13,0,1.35700966122446
"4308","Renault Duster 110PS Diesel RxZ AWD","Chennai",2012,80000,"Diesel","Manual","First",1461,108.45,5,6.75,"Renault","Gama media",19.72,0,0.691782676992826
"4309","Maruti Swift LXI Option","Chennai",2015,29500,"Petrol","Manual","First",1197,81.8,5,4.15,"Maruti","Gama media",20.4,0,0.706837967829183
"4310","Hyundai Verna 1.6 SX VTVT AT","Bangalore",2014,45000,"Petrol","Automatic","First",1591,121.3,5,7.5,"Hyundai","Gama media",15.74,0,0.859391272825562
"4311","Maruti Ritz VDi","Hyderabad",2012,96000,"Diesel","Manual","First",1248,73.9,5,3.6,"Maruti","Gama media",21.1,0,0.490303654086044
"4312","Maruti Ertiga SHVS ZDI Plus","Jaipur",2016,50000,"Diesel","Manual","First",1248,88.5,7,8.7,"Maruti","Gama media",24.52,0,0.802584949222828
"4313","Ford Ikon 1.3 Flair","Hyderabad",2006,27076,"Petrol","Manual","First",1299,70,5,1.6,"Ford","Gama media",13.8,0,0.135452798848005
"4314","Maruti Wagon R LXI","Delhi",2012,68347,"Petrol","Manual","First",998,67.1,5,2.6,"Maruti","Gama media",18.9,0,0.439600522700796
"4315","Honda City i VTEC CVT VX","Pune",2014,82329,"Petrol","Automatic","First",1497,117.3,5,7.5,"Honda","Gama media",18,0,0.841778076134463
"4316","BMW 5 Series 2013-2017 530d M Sport","Coimbatore",2017,27313,"Diesel","Automatic","First",2993,258,5,48.63,"Bmw","Gama alta",14.69,0,1.63518018619734
"4317","Hyundai Creta 1.6 SX Plus Petrol Automatic","Ahmedabad",2017,25000,"Petrol","Automatic","First",1591,121.3,5,12.75,"Hyundai","Gama media",13,0,1.02257741725735
"4318","Hyundai i20 Magna","Kolkata",2009,30675,"Petrol","Manual","First",1197,80,5,2.25,"Hyundai","Gama media",18.5,0,0.368778226770021
"4319","BMW 3 Series 320d Luxury Line","Kochi",2013,37613,"Diesel","Automatic","First",1995,190,5,13.95,"Bmw","Gama alta",22.69,0,1.25690163438653
"4320","Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade","Kochi",2018,21603,"Diesel","Automatic","First",2987,265,5,70.15,"Mercedes-Benz","Gama alta",13,0,1.70363702161609
"4321","Maruti Alto LXi BSIII","Hyderabad",2009,85000,"Petrol","Manual","Second",796,46.3,5,1.8,"Maruti","Gama media",19.7,0,0.0815191905022906
"4322","Hyundai EON Sportz","Coimbatore",2014,14799,"Petrol","Manual","First",814,55.2,5,4.14,"Hyundai","Gama media",21.1,0,0.445848601464181
"4323","Tata Safari Storme 2012-2015 EX","Jaipur",2017,28000,"Diesel","Manual","First",2179,138.1,7,10.91,"Tata","Gama baja",14,0,0.973168716555715
"4324","Honda Amaze S i-Dtech","Delhi",2015,48000,"Diesel","Manual","First",1498,98.6,5,4.5,"Honda","Gama media",25.8,0,0.804954210948235
"4325","Maruti Alto LXi","Kolkata",2007,18700,"Petrol","Manual","Second",796,46.3,5,1.25,"Maruti","Gama media",19.7,0,-0.0272715724522334
"4326","Hyundai EON Magna Plus","Kochi",2019,14322,"Petrol","Manual","First",814,55.2,5,4.23,"Hyundai","Gama media",21.1,0,0.717825508850491
"4327","Mercedes-Benz GLA Class 200 Sport","Kochi",2018,17773,"Petrol","Automatic","First",1991,183,5,26.76,"Mercedes-Benz","Gama alta",13.7,0,1.50916121004279
"4328","Mahindra Scorpio VLX 2.2 mHawk BSIII","Coimbatore",2012,62729,"Diesel","Manual","First",2179,120,8,6.32,"Mahindra","Gama alta",12.05,0,0.961130291124522
"4329","Mercedes-Benz New C-Class 220 CDI AT","Jaipur",2013,35299,"Diesel","Automatic","First",2143,170,5,19,"Mercedes-Benz","Gama alta",14.84,0,1.19847877067602
"4330","Mahindra Thar CRDe AC","Jaipur",2012,75800,"Diesel","Manual","Second",2498,105,6,5.5,"Mahindra","Gama alta",16.55,0,0.890991007634292
"4331","Hyundai Verna CRDi","Chennai",2009,64514,"Diesel","Manual","First",1493,110,5,2.9,"Hyundai","Gama media",16.8,0,0.536050626813443
"4332","Honda City 1.5 E MT","Pune",2009,60000,"Petrol","Manual","Third",1497,118,5,3.25,"Honda","Gama media",17,0,0.572926422868012
"4333","Toyota Innova Crysta 2.8 GX AT","Ahmedabad",2016,100200,"Diesel","Automatic","First",2755,171.5,7,17,"Toyota","Gama alta",11.36,0,1.36627927311391
"4334","BMW 3 Series 320d Luxury Line","Hyderabad",2015,47000,"Diesel","Automatic","First",1995,190,5,29.5,"Bmw","Gama alta",22.69,0,1.36569239734105
"4335","Chevrolet Cruze LTZ","Jaipur",2017,51087,"Diesel","Manual","First",1998,163.7,5,7.75,"Chevrolet","Gama baja",17.9,0,1.06249382306769
"4336","Honda Amaze S i-Vtech","Delhi",2015,52516,"Petrol","Manual","First",1198,86.7,5,4.65,"Honda","Gama media",18,0,0.737396084371959
"4337","Volkswagen Jetta 2013-2015 2.0L TDI Highline","Kolkata",2013,58000,"Diesel","Manual","First",1968,138.03,5,5.9,"Volkswagen","Gama media",19.33,0,0.872862274083722
"4338","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Kochi",2011,42408,"Diesel","Automatic","First",2143,170,5,10.48,"Mercedes-Benz","Gama alta",14.84,0,1.08968800772149
"4339","Mahindra Quanto C4","Hyderabad",2012,90049,"Diesel","Manual","First",1493,100,7,3.8,"Mahindra","Gama alta",17.21,0,0.865363272545531
"4340","Toyota Corolla Altis 2008-2013 1.8 VL AT","Mumbai",2012,54000,"Petrol","Automatic","First",1794,138.1,5,7.5,"Toyota","Gama alta",14.53,0,1.03492274895263
"4341","Skoda Laura Elegance 2.0 TDI CR AT","Coimbatore",2013,72202,"Diesel","Automatic","First",1968,138.1,5,9.06,"Skoda","Gama media",20,0,0.873128587103226
"4342","Volkswagen Vento Diesel Highline","Mumbai",2011,83000,"Diesel","Manual","Second",1598,103.6,5,2.9,"Volkswagen","Gama media",20.54,0,0.613355448444947
"4343","Volkswagen Polo Petrol Comfortline 1.2L","Delhi",2010,65000,"Petrol","Manual","First",1198,73.9,5,2.4,"Volkswagen","Gama media",16.47,0,0.38151289113152
"4344","Ford Figo Aspire 1.2 Ti-VCT Titanium","Kochi",2018,32709,"Petrol","Manual","First",1196,86.8,5,6.46,"Ford","Gama media",18.16,0,0.901187720945725
"4345","Maruti A-Star Lxi","Kolkata",2010,60000,"Petrol","Manual","First",998,66.1,5,1.35,"Maruti","Gama media",19,0,0.32292275908905
